,vx_sf,vx_de,vx_ld,t_dec,w_f,w_a,foot_ang,foot_len,body_m,wing_a,wing_r,ang
0,1434.8684001974025,764.8092732890992,89.89481785918022,0.5010438413361168,6.63241585297831,21.709065527144663,10.0,10.0,600,15,35,20.0
