,t,px,py,vx,vy,ax,ay
0,0.10020876826722337,12.413719020702446,-2.0439974502186007,943.5543270910911,32.57885310012581,-21962.15679576489,-2285.43876856538
1,0.10438413361169101,16.162461878838105,-1.9280607035324098,852.2131035756915,22.914117209361862,-21790.289268111574,-2343.969723110556
2,0.10855949895615866,19.53131989916167,-1.852987964989673,761.5894897790946,13.004993199411349,-21618.42174045826,-2402.5006776557325
3,0.11273486430062629,22.523289364423874,-1.819799644273841,671.683485701301,2.851481070274329,-21446.554212804942,-2461.0316322009085
4,0.11691022964509393,25.141366557375452,-1.8295161510683657,582.4950913423103,-7.546419178049236,-21274.686685151624,-2519.562586746085
5,0.12108559498956158,27.38854776076718,-1.883157895056697,494.0243067021225,-18.18870754555937,-21102.81915749831,-2578.0935412912613
6,0.12526096033402923,29.267829257349767,-1.9817452859222875,406.2711317807375,-29.075384032256046,-20930.95162984499,-2636.6244958364373
7,0.12943632567849686,30.78220732987397,-2.126298733348587,319.23556657815595,-40.20644863813922,-20759.084102191675,-2695.1554503816133
8,0.1336116910229645,31.934678261090532,-2.317838647019047,232.9176110943772,-51.58190136320896,-20587.216574538357,-2753.6864049267897
9,0.13778705636743213,32.733211455089915,-2.557385436617118,150.8904530119915,-63.20174220746521,-18703.792146924447,-2812.217359471965
10,0.14196242171189977,33.20566880132147,-2.845959511826252,76.72728001358873,-75.065971170908,-16820.36771931054,-2870.7483140171416
11,0.14613778705636743,33.384885310574276,-3.1845812823299022,10.428092099168463,-87.17458825353741,-14936.943291696614,-2929.279268562318
12,0.15031315240083507,33.303695993637405,-3.5742711578115163,-48.00711073126845,-99.5275934553533,-13053.518864082702,-2987.810223107494
13,0.1544885177453027,32.994935861299915,-4.016049547954545,-98.57832847772244,-112.1249867763557,-11170.094436468793,-3046.34117765267
14,0.15866388308977034,32.4914399243509,-4.51093686244244,-141.2855611401935,-124.96676821654466,-9286.67000885488,-3104.8721321978464
15,0.16283924843423797,31.826043193579412,-5.059953510958655,-176.12880871868163,-138.05293777592016,-7403.24558124097,-3163.4030867430224
16,0.16701461377870563,31.032375423778948,-5.662093305171273,-202.53704764602205,-149.92738478043864,-5246.300864955016,-2524.4570284213137
17,0.17118997912317327,30.147245345760595,-6.308243664686884,-219.93925435504934,-159.13399855605647,-3089.3561486690764,-1885.510970099609
18,0.1753653444676409,29.20825643433986,-6.9872654110967245,-228.3354288457638,-165.6727791027736,-932.4114323831363,-1246.5649117779049
19,0.17954070981210854,28.253012164332247,-7.688019365992019,-227.72557111816533,-169.54372642059008,1224.5332839028033,-607.6188534562007
20,0.18371607515657618,27.31911601055325,-8.399366350964,-218.10968117225394,-170.74684050950592,3381.4780001887434,31.327204865503973
21,0.1878914405010438,26.444171447818384,-9.110167187603897,-199.4877590080297,-169.2821213695212,5538.422716474683,670.2732631872082
22,0.19206680584551147,25.665781950943142,-9.809282697502944,-171.85980462549236,-165.14956900063575,7695.367432760637,1309.219321508917
23,0.1962421711899791,25.012649220969895,-10.485573702252355,-141.62174248064022,-158.34918340284963,6788.664334623571,1948.1653798306215
24,0.20041753653444674,24.477867863848466,-11.127901023443368,-115.16949702947097,-148.88096457616288,5881.961236486504,2587.1114381523257
25,0.20459290187891438,24.045630711755546,-11.725125482667211,-92.50306827198469,-136.7449125205755,4975.258138349439,3226.05749647403
26,0.20876826722338201,23.700130596867822,-12.266107901515118,-73.62245620818135,-121.94102723608754,4068.5550402123736,3865.003554795735
27,0.21294363256784968,23.425560351361995,-12.73970910157831,-58.52766083806087,-104.46930872269871,3161.851942075301,4503.949613117443
28,0.2171189979123173,23.206112807414737,-13.134789904448022,-47.21868216162344,-84.32975698040948,2255.148843938235,5142.895671439147
29,0.22546972860125258,22.8693571529027,-13.644833604971918,-35.95817488979741,-36.04715380912892,441.7426476641033,6420.787788082556
30,0.22964509394572022,22.72251606267171,-13.741203010276875,-34.5111920224877,-10.551677500624761,251.36214577724854,5791.545363690952
31,0.23382045929018785,22.580057138588476,-13.736604491563178,-33.859117305018714,12.316481795805899,60.98164389039374,5162.3029392993485
32,0.23799582463465552,22.438661348712138,-13.642008057231969,-34.00195073739047,32.557324080163184,-129.39885799646237,4533.060514907739
33,0.24217118997912315,22.295009661101798,-13.468383715684393,-34.93969231960295,50.17084935244681,-319.7793598833171,3903.8180905161344
34,0.2463465553235908,22.14578304381658,-13.226701475321594,-36.67234205165616,65.15705761265696,-510.1598617701719,3274.5756661245305
35,0.25052192066805845,21.98766246491561,-12.927931344544701,-39.19989993355012,77.51594886079366,-700.540363657028,2645.3332417329216
36,0.25469728601252606,21.817328892457997,-12.583043331754874,-42.52236596528476,87.24752309685672,-890.9208655438814,2016.090817341321
37,0.2588726513569937,21.63146329450287,-12.20383640783871,-46.63974014686019,93.75617077503645,-1081.3013674307374,1101.5514205067534
38,0.26304801670146133,21.426746639109354,-11.80542539362471,-51.55202247827629,96.44628234952278,-1271.681869317591,187.01202367219798
39,0.267223382045929,21.19985989433655,-11.403754072426821,-57.25921295953319,95.31785782031571,-1462.0623712044471,-727.5273731623699
40,0.27139874739039666,20.947484028243597,-11.01476622755901,-63.76131159063082,90.37089718741525,-1652.4428730913032,-1642.066769996938
41,0.27557411273486426,20.666300008889618,-10.654405642335243,-71.05831837156909,81.60540045082153,-1842.8233749781566,-2556.6061668314933
42,0.2797494780793319,20.35298880433371,-10.33861610006947,-79.15023330234818,69.0213676105343,-2033.2038768650125,-3471.145563666061
