,t,px,py,vx,vy,ax,ay
0,0.11273486430062629,-42.69681016984327,,124.57667692049175,,-206.37500545861346,
1,0.11691022964509393,-42.17845920405391,,123.71266060154896,,-207.48881131498655,
2,0.12108559498956158,-41.66372553092479,,122.84399373623297,,-208.6026171713596,
3,0.12526096033402923,-41.1526285681861,,121.97067632454387,,-209.7164230277327,
4,0.12943632567849686,-40.645187733567965,,121.09270836648157,,-210.83022888410576,
5,0.1336116910229645,-40.14142244480055,,120.21008986204612,,-211.94403474047886,
6,0.13778705636743213,-39.64135211961403,,119.32282081123749,,-213.05784059685192,
7,0.14196242171189977,-39.14499617573854,,118.43090121405571,,-214.171646453225,
8,0.14613778705636743,-38.65237403090427,,117.53433107050076,,-215.28545230959807,
9,0.15031315240083507,-38.163505102841356,,116.63311038057263,,-216.39925816597116,
10,0.1544885177453027,-37.67840880927996,,115.72723914427135,,-217.51306402234422,
11,0.15866388308977034,-37.19710456795025,,114.81671736159689,,-218.62686987871732,
12,0.16283924843423797,-36.71961179658239,,113.90154503254928,,-219.74067573509038,
13,0.16701461377870563,-36.24594991290652,,112.9817221571285,,-220.85448159146347,
14,0.17118997912317327,-35.77613833465281,,112.05724873533457,,-221.96828744783656,
15,0.1753653444676409,-35.310687045692134,,110.77565299507826,,-391.91607213494007,
16,0.17954070981210854,-34.852068294458086,,108.78446316427036,,-561.8638568220435,
17,0.18371607515657618,-34.40324489552502,,106.08367924291088,,-731.811641509147,
18,0.1878914405010438,-33.967179663467256,,102.67330123099983,,-901.7594261962505,
19,0.19206680584551147,-33.54683541285912,,98.55332912853717,,-1071.7072108833552,
20,0.1962421711899791,-33.14517495827494,,93.72376293552294,,-1241.6549955704586,
21,0.20041753653444674,-32.765161114289064,,88.18460265195715,,-1411.602780257562,
22,0.20459290187891438,-32.40975669547579,,81.93584827783977,,-1581.5505649446654,
23,0.20876826722338201,-32.081924516409465,,74.97749981317082,,-1751.498349631769,
24,0.21294363256784968,-31.784627391664422,,67.30955725795023,,-1921.4461343188736,
25,0.2171189979123173,-31.520828135814963,,58.93202061217809,,-2091.393919005977,
26,0.22129436325678495,-31.293489563435447,,49.844889875854406,,-2261.3417036930805,
27,0.22546972860125258,-31.10557448910018,,40.048165048979136,,-2431.2894883801837,
28,0.22964509394572022,-30.960045727383488,,29.541846131552262,,-2601.237273067287,
29,0.23382045929018785,-30.857880911076773,,19.752286234624727,,-2087.9619175610137,
30,0.23799582463465552,-30.792116945839584,,12.105838469247345,,-1574.6865620547362,
31,0.24217118997912315,-30.753805555548542,,6.602502835420208,,-1061.4112065484628,
32,0.2463465553235908,-30.733998464080265,,3.24227933314328,,-548.1358510421892,
33,0.25052192066805845,-30.723747395311364,,2.0251679624165497,,-34.86049553591215,
34,0.25469728601252606,-30.71410407311847,,2.9511687232400234,,478.41485997035807,
35,0.2588726513569937,-30.69612022137819,,6.020281615613719,,991.6902154766353,
36,0.26304801670146133,-30.660847563967145,,11.232506639537569,,1504.9655709829058,
37,0.267223382045929,-30.599337824761935,,18.58784379501169,,2018.2409264891824,
38,0.27139874739039666,-30.502642727639202,,28.086293082036054,,2531.51628199546,
39,0.27557411273486426,-30.361813996475554,,39.72785450061047,,3044.79163750173,
40,0.2797494780793319,-30.167903355147608,,53.512528050735256,,3558.066993008007,
41,0.28392484342379953,-29.911962527531976,,69.44031373241005,,4071.3423485142775,
42,0.2881002087682672,-29.585043237505285,,87.51121154563526,,4584.617704020555,
43,0.29227557411273486,-29.18105083330243,,105.67489238898025,,4115.785419941642,
44,0.29645093945720247,-28.70530516059148,,121.8810271610143,,3646.9531358627364,
45,0.30062630480167013,-28.16597968939877,,136.1296158617379,,3178.1208517838236,
46,0.30480167014613774,-27.57124788975068,,148.42065849115062,,2709.288567704918,
47,0.3089770354906054,-26.92928323167353,,158.75415504925283,,2240.456283626005,
48,0.31315240083507306,-26.248259185193668,,167.1301055360443,,1771.623999547093,
49,0.31732776617954067,-25.536349220337467,,173.54850995152495,,1302.7917154681863,
50,0.32150313152400833,-24.80172680713126,,178.00936829569505,,833.959431389274,
51,0.32567849686847594,-24.052565415601414,,180.51268056855446,,365.12714731036795,
52,0.3298538622129436,-23.297038515774254,,181.05844677010313,,-103.70513676854443,
53,0.33402922755741127,-22.543319577676133,,179.6466669003411,,-572.5374208474573,
54,0.3382045929018789,-21.799582071333422,,176.27734095926846,,-1041.3697049263633,
55,0.34237995824634654,-21.073999466772445,,170.95046894688502,,-1510.2019890052757,
56,0.34655532359081415,-20.37474523401957,,163.666050863191,,-1979.034273084182,
57,0.3507306889352818,-19.709019442770142,,155.12347484600772,,-2112.8596391465903,
58,0.3549060542797494,-19.080128561395526,,146.02212903315692,,-2246.6850052089976,
59,0.3590814196242171,-18.490405657936083,,136.36201342463826,,-2380.5103712714063,
60,0.36325678496868474,-17.942183800432176,,126.14312802045193,,-2514.335737333815,
61,0.36743215031315235,-17.437796056924192,,115.36547282059807,,-2648.1611033962217,
62,0.37160751565762,-16.97957549545247,,104.0290478250764,,-2781.9864694586304,
63,0.3757828810020876,-16.5698551840574,,92.13385303388723,,-2915.811835521037,
64,0.3799582463465553,-16.210968190779326,,79.67988844703018,,-3049.637201583446,
65,0.38413361169102295,-15.905247583658626,,66.66715406450547,,-3183.4625676458545,
66,0.38830897703549055,-15.65502643073567,,53.09564988631328,,-3317.2879337082613,
67,0.3924843423799582,-15.46263780005082,,38.965375912453226,,-3451.11329977067,
68,0.3966597077244258,-15.330414759644437,,24.276332142925696,,-3584.9386658330773,
